title,description,type_of_task,priority_level,due_date,workload,avg_quality_score,preferred_task,match_score
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Lighting & Fixture Plan,High,2025-04-18,6,0.84,Furniture Layout Plan,0.97
Landscape Design Refinement,Enhance the planting layout for the residential garden.,3D Render,Low,2025-04-13,10,0.92,Roof Plan,0.8
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Custom Millwork & Joinery Drawing,Low,2025-04-25,7,0.98,Others,0.97
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Conceptual Design,High,2025-04-17,10,0.81,Interior Layout Plan,0.95
General Specification Draft,Prepare general notes and material specifications for tender documents.,Roof Plan,Neutral,2025-04-23,6,0.8,Hardscape Plan,0.92
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Roof Plan,Neutral,2025-04-30,6,0.83,Door & Window Schedule,0.88
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Finish Schedule,Neutral,2025-05-08,10,0.94,Design Development,0.92
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Permit Drawing,Low,2025-05-04,1,0.99,Site Plan,0.93
General Specification Draft,Prepare general notes and material specifications for tender documents.,Reflected Ceiling Plan,Neutral,2025-04-16,4,0.9,Hardscape Plan,0.98
Bid Package Compilation,Organize all documents needed for contractor bidding.,3D Model,Low,2025-05-01,4,0.98,Conceptual Design,0.86
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Design Development,Neutral,2025-04-12,6,0.95,Hardscape Plan,0.87
Structural Coordination,Coordinate with the structural engineer for beam placements.,Hardscape Plan,High,2025-04-12,4,0.98,Interior Layout Plan,0.82
General Specification Draft,Prepare general notes and material specifications for tender documents.,Lighting & Fixture Plan,Low,2025-04-23,2,0.91,Section Drawing,0.91
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Technical Specification,High,2025-04-20,6,0.86,Custom Millwork & Joinery Drawing,0.97
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Roof Plan,Neutral,2025-05-03,2,0.9,Hardscape Plan,0.97
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,General Specification,High,2025-04-17,10,0.97,Conceptual Design,0.81
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Lighting & Fixture Plan,High,2025-04-12,4,0.87,Floor Plan,0.86
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Interior Layout Plan,High,2025-04-25,6,0.99,Construction Document,0.86
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,General Specification,Neutral,2025-05-07,1,0.91,Permit Drawing,0.94
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Elevation Drawing,High,2025-05-01,6,0.82,Lighting & Fixture Plan,0.94
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Custom Millwork & Joinery Drawing,High,2025-04-18,6,0.87,Virtual Reality,0.86
Bid Package Compilation,Organize all documents needed for contractor bidding.,Zoning & Building Code Compliance,High,2025-05-02,4,1.0,Others,0.81
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Floor Plan,High,2025-05-06,8,0.83,Technical Specification,0.81
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Interior Layout Plan,Low,2025-04-18,7,0.85,Zoning & Building Code Compliance,0.82
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Furniture Layout Plan,High,2025-04-11,7,0.83,3D Render,0.97
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,3D Render,High,2025-05-09,8,0.92,Design Development,0.97
Structural Coordination,Coordinate with the structural engineer for beam placements.,Technical Specification,Neutral,2025-05-03,6,0.85,Virtual Reality,1.0
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Design Development,Neutral,2025-04-21,1,0.9,Landscape Plan,0.81
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Interior Layout Plan,Low,2025-05-06,2,0.83,Virtual Reality,0.81
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Construction Document,Low,2025-04-27,1,0.82,Landscape Plan,0.82
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Site Plan,High,2025-04-13,1,0.98,Partition Plan,0.84
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Custom Millwork & Joinery Drawing,Neutral,2025-04-29,4,0.85,Design Development,0.98
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Door & Window Schedule,Neutral,2025-05-01,8,0.94,Reflected Ceiling Plan,0.84
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,General Specification,High,2025-05-01,6,0.82,Section Drawing,0.89
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Custom Millwork & Joinery Drawing,Neutral,2025-05-02,4,0.99,Material Board,0.88
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Conceptual Design,High,2025-04-18,9,0.82,Door & Window Schedule,0.94
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,General Specification,Neutral,2025-04-27,3,0.93,Conceptual Design,0.97
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,3D Render,Low,2025-04-15,5,0.94,3D Render,0.94
Construction Documentation,Compile detailed construction drawings for city permit approval.,Custom Millwork & Joinery Drawing,Neutral,2025-04-11,7,0.95,Schematic Design,0.86
Client Feedback Revisions,Implement client-requested changes into the design presentation.,3D Render,Neutral,2025-04-21,6,0.9,Section Drawing,0.85
Technical Specifications,Compile technical specifications for the construction phase.,Others,Low,2025-04-17,3,0.96,Landscape Plan,0.87
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Furniture Layout Plan,Neutral,2025-04-20,7,0.87,3D Render,0.83
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Design Development,Low,2025-04-21,3,0.84,Reflected Ceiling Plan,0.9
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Door & Window Schedule,Neutral,2025-04-23,2,0.87,Technical Specification,0.85
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Elevation Drawing,Low,2025-04-28,2,0.97,Section Drawing,0.84
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Permit Drawing,Low,2025-04-12,9,0.96,Custom Millwork & Joinery Drawing,0.92
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Elevation Drawing,Low,2025-04-22,4,0.97,Roof Plan,0.95
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Others,Neutral,2025-04-25,3,0.96,Floor Plan,0.88
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Partition Plan,High,2025-04-30,5,0.82,Construction Document,0.81
Construction Documentation,Compile detailed construction drawings for city permit approval.,3D Render,Neutral,2025-05-03,6,0.81,Finish Schedule,0.82
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Landscape Plan,Neutral,2025-05-01,9,0.89,Custom Millwork & Joinery Drawing,0.96
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Virtual Reality,High,2025-05-04,3,0.81,Section Drawing,0.92
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Lighting & Fixture Plan,Neutral,2025-04-26,6,0.81,Roof Plan,0.92
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Partition Plan,Low,2025-04-19,6,0.99,Material Board,0.9
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Partition Plan,High,2025-05-10,5,0.84,Elevation Drawing,0.93
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Roof Plan,Low,2025-05-07,7,0.94,Finish Schedule,0.87
Bid Package Compilation,Organize all documents needed for contractor bidding.,3D Model,Neutral,2025-04-13,3,0.82,General Specification,0.81
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Lighting & Fixture Plan,Neutral,2025-04-30,3,0.91,Partition Plan,0.89
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",General Specification,Neutral,2025-04-30,1,0.82,Interior Layout Plan,0.96
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Material Board,Low,2025-05-06,4,0.89,Site Plan,0.8
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Door & Window Schedule,High,2025-05-10,5,0.97,Interior Layout Plan,0.8
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Hardscape Plan,High,2025-04-17,9,0.97,Door & Window Schedule,0.95
Technical Specifications,Compile technical specifications for the construction phase.,3D Render,High,2025-04-26,1,0.84,General Specification,1.0
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Permit Drawing,High,2025-05-01,4,0.98,Conceptual Design,0.93
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Schematic Design,Neutral,2025-04-29,6,0.92,Roof Plan,0.82
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Technical Specification,High,2025-04-19,10,0.89,Partition Plan,0.99
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Others,Neutral,2025-04-26,9,0.82,Construction Document,0.88
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Zoning & Building Code Compliance,Neutral,2025-04-22,6,0.86,3D Render,0.99
General Specification Draft,Prepare general notes and material specifications for tender documents.,Elevation Drawing,Low,2025-05-03,1,0.92,Partition Plan,0.93
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Zoning & Building Code Compliance,Low,2025-05-04,3,0.95,Interior Layout Plan,0.87
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Finish Schedule,Neutral,2025-05-04,8,0.89,Others,1.0
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Site Plan,Neutral,2025-04-29,10,0.8,Technical Specification,0.91
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Hardscape Plan,Low,2025-05-09,1,0.83,Door & Window Schedule,0.83
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Hardscape Plan,Low,2025-04-30,2,0.95,Design Development,0.84
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Conceptual Design,High,2025-04-16,1,0.84,Zoning & Building Code Compliance,0.85
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Virtual Reality,Low,2025-04-27,8,0.93,Door & Window Schedule,0.99
Green Roof Plan Development,Design the planting and drainage system for the green roof.,3D Model,Neutral,2025-04-14,8,0.81,Schematic Design,0.89
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Finish Schedule,Low,2025-04-25,2,0.9,Floor Plan,0.81
Bid Package Compilation,Organize all documents needed for contractor bidding.,Permit Drawing,Low,2025-05-04,10,0.81,Technical Specification,0.87
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Landscape Plan,Neutral,2025-04-15,7,0.91,Reflected Ceiling Plan,0.97
General Specification Draft,Prepare general notes and material specifications for tender documents.,3D Render,Low,2025-04-28,2,0.9,Lighting & Fixture Plan,0.84
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Lighting & Fixture Plan,Low,2025-04-27,10,0.83,Virtual Reality,0.86
