title,description,type_of_task,priority_level,due_date,workload,avg_quality_score,preferred_task,match_score
General Specification Draft,Prepare general notes and material specifications for tender documents.,3D Render,Low,2025-04-19,9,0.31,Section Drawing,0.16
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Design Development,High,2025-05-03,4,0.2,Finish Schedule,0.34
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Door & Window Schedule,Low,2025-04-28,6,0.2,Landscape Plan,0.14
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Schematic Design,Neutral,2025-05-10,10,0.26,Interior Layout Plan,0.25
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Section Drawing,Neutral,2025-04-30,6,0.25,Site Plan,0.25
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Technical Specification,High,2025-04-30,4,0.29,Permit Drawing,0.36
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Site Plan,Neutral,2025-04-26,3,0.12,Material Board,0.22
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Zoning & Building Code Compliance,Low,2025-04-24,7,0.52,Conceptual Design,0.2
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Partition Plan,Low,2025-04-25,5,0.07,3D Model,0.11
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Reflected Ceiling Plan,Neutral,2025-04-12,2,0.28,Elevation Drawing,0.26
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Partition Plan,Low,2025-04-27,4,0.23,Hardscape Plan,0.15
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Permit Drawing,High,2025-04-12,8,0.12,Permit Drawing,0.62
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Construction Document,Neutral,2025-04-16,8,0.47,Elevation Drawing,0.29
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Hardscape Plan,Neutral,2025-04-26,3,0.34,Material Board,0.27
Construction Documentation,Compile detailed construction drawings for city permit approval.,Construction Document,Low,2025-04-18,4,0.16,Roof Plan,0.13
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Door & Window Schedule,High,2025-04-28,4,0.31,General Specification,0.36
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Construction Document,Neutral,2025-04-12,9,0.54,Design Development,0.31
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Custom Millwork & Joinery Drawing,Neutral,2025-04-30,4,0.31,Technical Specification,0.26
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Reflected Ceiling Plan,High,2025-05-01,4,0.46,Roof Plan,0.39
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Door & Window Schedule,Neutral,2025-04-30,7,0.31,Interior Layout Plan,0.26
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Landscape Plan,Low,2025-05-08,5,0.09,General Specification,0.12
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Roof Plan,Neutral,2025-05-01,7,0.18,Reflected Ceiling Plan,0.24
Technical Specifications,Compile technical specifications for the construction phase.,Technical Specification,High,2025-04-21,9,0.46,3D Model,0.39
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Landscape Plan,High,2025-04-27,4,0.22,Section Drawing,0.34
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",3D Render,Low,2025-04-21,5,0.29,Reflected Ceiling Plan,0.16
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,3D Model,Neutral,2025-05-04,1,0.43,Reflected Ceiling Plan,0.29
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Technical Specification,High,2025-04-19,8,0.55,Hardscape Plan,0.41
Technical Specifications,Compile technical specifications for the construction phase.,Material Board,High,2025-04-23,8,0.21,Conceptual Design,0.34
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,3D Model,Neutral,2025-04-23,8,0.14,Technical Specification,0.23
Bid Package Compilation,Organize all documents needed for contractor bidding.,Interior Layout Plan,High,2025-05-10,8,0.14,Virtual Reality,0.33
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Construction Document,Low,2025-04-18,1,0.16,Landscape Plan,0.13
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Schematic Design,Low,2025-04-23,9,0.28,Technical Specification,0.16
Sustainability Assessment,Evaluate building materials and systems for LEED compliance.,Zoning & Building Code Compliance,Neutral,2025-05-04,10,0.2,Custom Millwork & Joinery Drawing,0.24
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Finish Schedule,High,2025-05-05,4,0.07,Finish Schedule,0.61
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Site Plan,High,2025-05-06,3,0.53,Door & Window Schedule,0.41
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Virtual Reality,Low,2025-05-05,4,0.39,Zoning & Building Code Compliance,0.18
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Site Plan,High,2025-05-03,4,0.17,Permit Drawing,0.33
General Specification Draft,Prepare general notes and material specifications for tender documents.,Conceptual Design,Low,2025-04-29,4,0.37,Landscape Plan,0.17
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Schematic Design,Low,2025-05-07,9,0.27,Hardscape Plan,0.15
Construction Documentation,Compile detailed construction drawings for city permit approval.,3D Model,Neutral,2025-04-11,10,0.37,Finish Schedule,0.27
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Permit Drawing,High,2025-05-07,8,0.28,Virtual Reality,0.36
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Virtual Reality,Neutral,2025-04-11,8,0.11,Hardscape Plan,0.22
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Elevation Drawing,High,2025-04-29,2,0.19,Others,0.34
Structural Coordination,Coordinate with the structural engineer for beam placements.,Floor Plan,Low,2025-05-02,9,0.1,Conceptual Design,0.12
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,3D Model,High,2025-05-01,6,0.49,Permit Drawing,0.4
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Floor Plan,Neutral,2025-04-24,7,0.47,Finish Schedule,0.29
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Schematic Design,Low,2025-05-04,4,0.38,Partition Plan,0.18
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Virtual Reality,High,2025-05-05,4,0.62,Roof Plan,0.42
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Lighting & Fixture Plan,Neutral,2025-04-15,7,0.16,Schematic Design,0.23
General Specification Draft,Prepare general notes and material specifications for tender documents.,Interior Layout Plan,Low,2025-04-24,4,0.25,Site Plan,0.15
Green Roof Plan Development,Design the planting and drainage system for the green roof.,3D Model,Low,2025-04-28,3,0.14,Finish Schedule,0.13
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Lighting & Fixture Plan,Low,2025-05-04,6,0.41,Lighting & Fixture Plan,0.48
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Partition Plan,High,2025-05-04,6,0.16,Technical Specification,0.33
Technical Specifications,Compile technical specifications for the construction phase.,Design Development,Low,2025-04-25,7,0.14,Finish Schedule,0.13
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Conceptual Design,High,2025-04-12,4,0.08,Interior Layout Plan,0.32
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Technical Specification,Neutral,2025-04-11,7,0.24,Permit Drawing,0.25
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Lighting & Fixture Plan,Low,2025-04-27,2,0.16,Zoning & Building Code Compliance,0.13
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Zoning & Building Code Compliance,Low,2025-04-18,8,0.63,Lighting & Fixture Plan,0.23
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Roof Plan,High,2025-04-25,6,0.58,Hardscape Plan,0.42
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Custom Millwork & Joinery Drawing,Low,2025-04-12,6,0.4,Design Development,0.18
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Door & Window Schedule,Neutral,2025-04-15,2,0.44,3D Model,0.29
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Custom Millwork & Joinery Drawing,Neutral,2025-04-25,4,0.89,Partition Plan,0.38
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Reflected Ceiling Plan,Neutral,2025-04-20,5,0.05,Lighting & Fixture Plan,0.21
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Interior Layout Plan,High,2025-04-23,7,0.02,Floor Plan,0.3
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Technical Specification,High,2025-05-03,3,0.12,Furniture Layout Plan,0.32
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Design Development,High,2025-04-17,7,0.11,Furniture Layout Plan,0.32
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Hardscape Plan,Low,2025-04-20,10,0.49,Site Plan,0.2
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Zoning & Building Code Compliance,Low,2025-05-09,5,0.47,Furniture Layout Plan,0.19
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Interior Layout Plan,Low,2025-04-27,5,0.24,General Specification,0.15
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Landscape Plan,Neutral,2025-05-01,1,0.05,Others,0.21
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Furniture Layout Plan,High,2025-05-08,6,0.3,Section Drawing,0.36
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Elevation Drawing,Neutral,2025-04-13,9,0.27,Landscape Plan,0.25
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Lighting & Fixture Plan,High,2025-05-05,3,0.08,Site Plan,0.32
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Permit Drawing,Neutral,2025-04-16,7,0.16,Roof Plan,0.23
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Partition Plan,Neutral,2025-05-07,6,0.03,Partition Plan,0.51
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Interior Layout Plan,Neutral,2025-04-21,6,0.27,Material Board,0.25
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Zoning & Building Code Compliance,High,2025-05-08,1,0.22,Schematic Design,0.34
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Furniture Layout Plan,Low,2025-05-07,4,0.1,Technical Specification,0.12
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Technical Specification,Neutral,2025-04-13,3,0.2,Roof Plan,0.24
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Construction Document,Low,2025-05-01,7,0.44,Zoning & Building Code Compliance,0.19
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Partition Plan,Neutral,2025-04-25,10,0.25,Reflected Ceiling Plan,0.25
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Schematic Design,High,2025-05-03,6,0.43,Door & Window Schedule,0.39
